x;y;z;u;v;w;X;Y;Z;Sigma_11;Sigma_22;Sigma_12;Epsilon_11;Epsilon_22;Gamma_12;Strain Energy CCM
25.500;6.000;0.000;-0.141;-0.757;0.000;25.359;5.243;0.000;5.875200;0.000000;2.308800;0.001469;-0.000441;0.001501;0.006047
25.500;7.000;0.000;-0.164;-0.758;0.000;25.336;6.242;0.000;6.854400;0.000000;2.059200;0.001714;-0.000514;0.001338;0.007251
25.500;8.000;0.000;-0.188;-0.758;0.000;25.312;7.242;0.000;7.833600;0.000000;1.771200;0.001958;-0.000588;0.001151;0.008690
25.500;9.000;0.000;-0.212;-0.759;0.000;25.288;8.241;0.000;8.812800;0.000000;1.444800;0.002203;-0.000661;0.000939;0.010387
25.500;10.000;0.000;-0.237;-0.760;0.000;25.263;9.240;0.000;9.792000;0.000000;1.080000;0.002448;-0.000734;0.000702;0.012364
25.500;11.000;0.000;-0.261;-0.761;0.000;25.239;10.239;0.000;10.771200;0.000000;0.676800;0.002693;-0.000808;0.000440;0.014651
25.500;12.000;0.000;-0.286;-0.761;0.000;25.214;11.239;0.000;11.750400;0.000000;0.235200;0.002938;-0.000881;0.000153;0.017277
26.500;-12.000;0.000;0.283;-0.736;0.000;26.783;-12.736;0.000;-12.211200;0.000000;0.235200;-0.003053;0.000916;0.000153;0.018657
26.500;-11.000;0.000;0.258;-0.736;0.000;26.758;-11.736;0.000;-11.193600;0.000000;0.676800;-0.002798;0.000840;0.000440;0.015811
26.500;-10.000;0.000;0.234;-0.735;0.000;26.734;-10.735;0.000;-10.176000;0.000000;1.080000;-0.002544;0.000763;0.000702;0.013323
26.500;-9.000;0.000;0.210;-0.734;0.000;26.710;-9.734;0.000;-9.158400;0.000000;1.444800;-0.002290;0.000687;0.000939;0.011163
26.500;-8.000;0.000;0.186;-0.733;0.000;26.686;-8.733;0.000;-8.140800;0.000000;1.771200;-0.002035;0.000611;0.001151;0.009304
26.500;-7.000;0.000;0.163;-0.733;0.000;26.663;-7.733;0.000;-7.123200;0.000000;2.059200;-0.001781;0.000534;0.001338;0.007721
26.500;-6.000;0.000;0.139;-0.732;0.000;26.639;-6.732;0.000;-6.105600;0.000000;2.308800;-0.001526;0.000458;0.001501;0.006392
26.500;-5.000;0.000;0.116;-0.732;0.000;26.616;-5.732;0.000;-5.088000;0.000000;2.520000;-0.001272;0.000382;0.001638;0.005300
26.500;-4.000;0.000;0.092;-0.732;0.000;26.592;-4.732;0.000;-4.070400;0.000000;2.692800;-0.001018;0.000305;0.001750;0.004428
26.500;-3.000;0.000;0.069;-0.731;0.000;26.569;-3.731;0.000;-3.052800;0.000000;2.827200;-0.000763;0.000229;0.001838;0.003763
26.500;-2.000;0.000;0.046;-0.731;0.000;26.546;-2.731;0.000;-2.035200;0.000000;2.923200;-0.000509;0.000153;0.001900;0.003295
26.500;-1.000;0.000;0.023;-0.731;0.000;26.523;-1.731;0.000;-1.017600;0.000000;2.980800;-0.000254;0.000076;0.001938;0.003017
26.500;0.000;0.000;0.000;-0.731;0.000;26.500;-0.731;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
26.500;1.000;0.000;-0.023;-0.731;0.000;26.477;0.269;0.000;1.017600;0.000000;2.980800;0.000254;-0.000076;0.001938;0.003017
26.500;2.000;0.000;-0.046;-0.731;0.000;26.454;1.269;0.000;2.035200;0.000000;2.923200;0.000509;-0.000153;0.001900;0.003295
26.500;3.000;0.000;-0.069;-0.731;0.000;26.431;2.269;0.000;3.052800;0.000000;2.827200;0.000763;-0.000229;0.001838;0.003763
26.500;4.000;0.000;-0.092;-0.732;0.000;26.408;3.268;0.000;4.070400;0.000000;2.692800;0.001018;-0.000305;0.001750;0.004428
26.500;5.000;0.000;-0.116;-0.732;0.000;26.384;4.268;0.000;5.088000;0.000000;2.520000;0.001272;-0.000382;0.001638;0.005300
26.500;6.000;0.000;-0.139;-0.732;0.000;26.361;5.268;0.000;6.105600;0.000000;2.308800;0.001526;-0.000458;0.001501;0.006392
26.500;7.000;0.000;-0.163;-0.733;0.000;26.337;6.267;0.000;7.123200;0.000000;2.059200;0.001781;-0.000534;0.001338;0.007721
26.500;8.000;0.000;-0.186;-0.733;0.000;26.314;7.267;0.000;8.140800;0.000000;1.771200;0.002035;-0.000611;0.001151;0.009304
26.500;9.000;0.000;-0.210;-0.734;0.000;26.290;8.266;0.000;9.158400;0.000000;1.444800;0.002290;-0.000687;0.000939;0.011163
26.500;10.000;0.000;-0.234;-0.735;0.000;26.266;9.265;0.000;10.176000;0.000000;1.080000;0.002544;-0.000763;0.000702;0.013323
26.500;11.000;0.000;-0.258;-0.736;0.000;26.242;10.264;0.000;11.193600;0.000000;0.676800;0.002798;-0.000840;0.000440;0.015811
26.500;12.000;0.000;-0.283;-0.736;0.000;26.217;11.264;0.000;12.211200;0.000000;0.235200;0.003053;-0.000916;0.000153;0.018657
27.500;-12.000;0.000;0.280;-0.712;0.000;27.780;-12.712;0.000;-12.672000;0.000000;0.235200;-0.003168;0.000950;0.000153;0.020090
27.500;-11.000;0.000;0.256;-0.711;0.000;27.756;-11.711;0.000;-11.616000;0.000000;0.676800;-0.002904;0.000871;0.000440;0.017015
27.500;-10.000;0.000;0.232;-0.710;0.000;27.732;-10.710;0.000;-10.560000;0.000000;1.080000;-0.002640;0.000792;0.000702;0.014318
27.500;-9.000;0.000;0.208;-0.709;0.000;27.708;-9.709;0.000;-9.504000;0.000000;1.444800;-0.002376;0.000713;0.000939;0.011969
27.500;-8.000;0.000;0.184;-0.709;0.000;27.684;-8.709;0.000;-8.448000;0.000000;1.771200;-0.002112;0.000634;0.001151;0.009941
27.500;-7.000;0.000;0.161;-0.708;0.000;27.661;-7.708;0.000;-7.392000;0.000000;2.059200;-0.001848;0.000554;0.001338;0.008208
27.500;-6.000;0.000;0.138;-0.708;0.000;27.638;-6.708;0.000;-6.336000;0.000000;2.308800;-0.001584;0.000475;0.001501;0.006751
27.500;-5.000;0.000;0.114;-0.707;0.000;27.614;-5.707;0.000;-5.280000;0.000000;2.520000;-0.001320;0.000396;0.001638;0.005549
27.500;-4.000;0.000;0.091;-0.707;0.000;27.591;-4.707;0.000;-4.224000;0.000000;2.692800;-0.001056;0.000317;0.001750;0.004587
27.500;-3.000;0.000;0.068;-0.706;0.000;27.568;-3.706;0.000;-3.168000;0.000000;2.827200;-0.000792;0.000238;0.001838;0.003852
27.500;-2.000;0.000;0.046;-0.706;0.000;27.546;-2.706;0.000;-2.112000;0.000000;2.923200;-0.000528;0.000158;0.001900;0.003335
27.500;-1.000;0.000;0.023;-0.706;0.000;27.523;-1.706;0.000;-1.056000;0.000000;2.980800;-0.000264;0.000079;0.001938;0.003027
27.500;0.000;0.000;0.000;-0.706;0.000;27.500;-0.706;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
27.500;1.000;0.000;-0.023;-0.706;0.000;27.477;0.294;0.000;1.056000;0.000000;2.980800;0.000264;-0.000079;0.001938;0.003027
27.500;2.000;0.000;-0.046;-0.706;0.000;27.454;1.294;0.000;2.112000;0.000000;2.923200;0.000528;-0.000158;0.001900;0.003335
27.500;3.000;0.000;-0.068;-0.706;0.000;27.432;2.294;0.000;3.168000;0.000000;2.827200;0.000792;-0.000238;0.001838;0.003852
27.500;4.000;0.000;-0.091;-0.707;0.000;27.409;3.293;0.000;4.224000;0.000000;2.692800;0.001056;-0.000317;0.001750;0.004587
27.500;5.000;0.000;-0.114;-0.707;0.000;27.386;4.293;0.000;5.280000;0.000000;2.520000;0.001320;-0.000396;0.001638;0.005549
27.500;6.000;0.000;-0.138;-0.708;0.000;27.362;5.292;0.000;6.336000;0.000000;2.308800;0.001584;-0.000475;0.001501;0.006751
27.500;7.000;0.000;-0.161;-0.708;0.000;27.339;6.292;0.000;7.392000;0.000000;2.059200;0.001848;-0.000554;0.001338;0.008208
27.500;8.000;0.000;-0.184;-0.709;0.000;27.316;7.291;0.000;8.448000;0.000000;1.771200;0.002112;-0.000634;0.001151;0.009941
27.500;9.000;0.000;-0.208;-0.709;0.000;27.292;8.291;0.000;9.504000;0.000000;1.444800;0.002376;-0.000713;0.000939;0.011969
27.500;10.000;0.000;-0.232;-0.710;0.000;27.268;9.290;0.000;10.560000;0.000000;1.080000;0.002640;-0.000792;0.000702;0.014318
27.500;11.000;0.000;-0.256;-0.711;0.000;27.244;10.289;0.000;11.616000;0.000000;0.676800;0.002904;-0.000871;0.000440;0.017015
27.500;12.000;0.000;-0.280;-0.712;0.000;27.220;11.288;0.000;12.672000;0.000000;0.235200;0.003168;-0.000950;0.000153;0.020090
28.500;-12.000;0.000;0.277;-0.687;0.000;28.777;-12.687;0.000;-13.132800;0.000000;0.235200;-0.003283;0.000985;0.000153;0.021577
28.500;-11.000;0.000;0.253;-0.686;0.000;28.753;-11.686;0.000;-12.038400;0.000000;0.676800;-0.003010;0.000903;0.000440;0.018264
28.500;-10.000;0.000;0.229;-0.686;0.000;28.729;-10.686;0.000;-10.944000;0.000000;1.080000;-0.002736;0.000821;0.000702;0.015350
28.500;-9.000;0.000;0.205;-0.685;0.000;28.705;-9.685;0.000;-9.849600;0.000000;1.444800;-0.002462;0.000739;0.000939;0.012805
28.500;-8.000;0.000;0.182;-0.684;0.000;28.682;-8.684;0.000;-8.755200;0.000000;1.771200;-0.002189;0.000657;0.001151;0.010601
28.500;-7.000;0.000;0.159;-0.683;0.000;28.659;-7.683;0.000;-7.660800;0.000000;2.059200;-0.001915;0.000575;0.001338;0.008714
28.500;-6.000;0.000;0.136;-0.683;0.000;28.636;-6.683;0.000;-6.566400;0.000000;2.308800;-0.001642;0.000492;0.001501;0.007122
28.500;-5.000;0.000;0.113;-0.683;0.000;28.613;-5.683;0.000;-5.472000;0.000000;2.520000;-0.001368;0.000410;0.001638;0.005807
28.500;-4.000;0.000;0.090;-0.682;0.000;28.590;-4.682;0.000;-4.377600;0.000000;2.692800;-0.001094;0.000328;0.001750;0.004752
28.500;-3.000;0.000;0.068;-0.682;0.000;28.568;-3.682;0.000;-3.283200;0.000000;2.827200;-0.000821;0.000246;0.001838;0.003945
28.500;-2.000;0.000;0.045;-0.682;0.000;28.545;-2.682;0.000;-2.188800;0.000000;2.923200;-0.000547;0.000164;0.001900;0.003376
28.500;-1.000;0.000;0.023;-0.682;0.000;28.523;-1.682;0.000;-1.094400;0.000000;2.980800;-0.000274;0.000082;0.001938;0.003037
28.500;0.000;0.000;0.000;-0.681;0.000;28.500;-0.681;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
28.500;1.000;0.000;-0.023;-0.682;0.000;28.477;0.318;0.000;1.094400;0.000000;2.980800;0.000274;-0.000082;0.001938;0.003037
28.500;2.000;0.000;-0.045;-0.682;0.000;28.455;1.318;0.000;2.188800;0.000000;2.923200;0.000547;-0.000164;0.001900;0.003376
28.500;3.000;0.000;-0.068;-0.682;0.000;28.432;2.318;0.000;3.283200;0.000000;2.827200;0.000821;-0.000246;0.001838;0.003945
28.500;4.000;0.000;-0.090;-0.682;0.000;28.410;3.318;0.000;4.377600;0.000000;2.692800;0.001094;-0.000328;0.001750;0.004752
28.500;5.000;0.000;-0.113;-0.683;0.000;28.387;4.317;0.000;5.472000;0.000000;2.520000;0.001368;-0.000410;0.001638;0.005807
28.500;6.000;0.000;-0.136;-0.683;0.000;28.364;5.317;0.000;6.566400;0.000000;2.308800;0.001642;-0.000492;0.001501;0.007122
28.500;7.000;0.000;-0.159;-0.683;0.000;28.341;6.317;0.000;7.660800;0.000000;2.059200;0.001915;-0.000575;0.001338;0.008714
28.500;8.000;0.000;-0.182;-0.684;0.000;28.318;7.316;0.000;8.755200;0.000000;1.771200;0.002189;-0.000657;0.001151;0.010601
28.500;9.000;0.000;-0.205;-0.685;0.000;28.295;8.315;0.000;9.849600;0.000000;1.444800;0.002462;-0.000739;0.000939;0.012805
28.500;10.000;0.000;-0.229;-0.686;0.000;28.271;9.314;0.000;10.944000;0.000000;1.080000;0.002736;-0.000821;0.000702;0.015350
28.500;11.000;0.000;-0.253;-0.686;0.000;28.247;10.314;0.000;12.038400;0.000000;0.676800;0.003010;-0.000903;0.000440;0.018264
28.500;12.000;0.000;-0.277;-0.687;0.000;28.223;11.313;0.000;13.132800;0.000000;0.235200;0.003283;-0.000985;0.000153;0.021577
29.500;-12.000;0.000;0.273;-0.663;0.000;29.773;-12.663;0.000;-13.593600;0.000000;0.235200;-0.003398;0.001020;0.000153;0.023116
29.500;-11.000;0.000;0.250;-0.662;0.000;29.750;-11.662;0.000;-12.460800;0.000000;0.676800;-0.003115;0.000935;0.000440;0.019558
29.500;-10.000;0.000;0.226;-0.661;0.000;29.726;-10.661;0.000;-11.328000;0.000000;1.080000;-0.002832;0.000850;0.000702;0.016420
29.500;-9.000;0.000;0.203;-0.661;0.000;29.703;-9.661;0.000;-10.195200;0.000000;1.444800;-0.002549;0.000765;0.000939;0.013671
29.500;-8.000;0.000;0.180;-0.660;0.000;29.680;-8.660;0.000;-9.062400;0.000000;1.771200;-0.002266;0.000680;0.001151;0.011285
29.500;-7.000;0.000;0.157;-0.659;0.000;29.657;-7.659;0.000;-7.929600;0.000000;2.059200;-0.001982;0.000595;0.001338;0.009238
29.500;-6.000;0.000;0.134;-0.659;0.000;29.634;-6.659;0.000;-6.796800;0.000000;2.308800;-0.001699;0.000510;0.001501;0.007507
29.500;-5.000;0.000;0.112;-0.658;0.000;29.612;-5.658;0.000;-5.664000;0.000000;2.520000;-0.001416;0.000425;0.001638;0.006074
29.500;-4.000;0.000;0.089;-0.658;0.000;29.589;-4.658;0.000;-4.531200;0.000000;2.692800;-0.001133;0.000340;0.001750;0.004923
29.500;-3.000;0.000;0.067;-0.658;0.000;29.567;-3.658;0.000;-3.398400;0.000000;2.827200;-0.000850;0.000255;0.001838;0.004041
29.500;-2.000;0.000;0.045;-0.657;0.000;29.545;-2.657;0.000;-2.265600;0.000000;2.923200;-0.000566;0.000170;0.001900;0.003419
29.500;-1.000;0.000;0.022;-0.657;0.000;29.522;-1.657;0.000;-1.132800;0.000000;2.980800;-0.000283;0.000085;0.001938;0.003048
29.500;0.000;0.000;0.000;-0.657;0.000;29.500;-0.657;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
29.500;1.000;0.000;-0.022;-0.657;0.000;29.478;0.343;0.000;1.132800;0.000000;2.980800;0.000283;-0.000085;0.001938;0.003048
29.500;2.000;0.000;-0.045;-0.657;0.000;29.455;1.343;0.000;2.265600;0.000000;2.923200;0.000566;-0.000170;0.001900;0.003419
29.500;3.000;0.000;-0.067;-0.658;0.000;29.433;2.342;0.000;3.398400;0.000000;2.827200;0.000850;-0.000255;0.001838;0.004041
29.500;4.000;0.000;-0.089;-0.658;0.000;29.411;3.342;0.000;4.531200;0.000000;2.692800;0.001133;-0.000340;0.001750;0.004923
29.500;5.000;0.000;-0.112;-0.658;0.000;29.388;4.342;0.000;5.664000;0.000000;2.520000;0.001416;-0.000425;0.001638;0.006074
29.500;6.000;0.000;-0.134;-0.659;0.000;29.366;5.341;0.000;6.796800;0.000000;2.308800;0.001699;-0.000510;0.001501;0.007507
29.500;7.000;0.000;-0.157;-0.659;0.000;29.343;6.341;0.000;7.929600;0.000000;2.059200;0.001982;-0.000595;0.001338;0.009238
29.500;8.000;0.000;-0.180;-0.660;0.000;29.320;7.340;0.000;9.062400;0.000000;1.771200;0.002266;-0.000680;0.001151;0.011285
29.500;9.000;0.000;-0.203;-0.661;0.000;29.297;8.339;0.000;10.195200;0.000000;1.444800;0.002549;-0.000765;0.000939;0.013671
29.500;10.000;0.000;-0.226;-0.661;0.000;29.274;9.339;0.000;11.328000;0.000000;1.080000;0.002832;-0.000850;0.000702;0.016420
29.500;11.000;0.000;-0.250;-0.662;0.000;29.250;10.338;0.000;12.460800;0.000000;0.676800;0.003115;-0.000935;0.000440;0.019558
29.500;12.000;0.000;-0.273;-0.663;0.000;29.227;11.337;0.000;13.593600;0.000000;0.235200;0.003398;-0.001020;0.000153;0.023116
30.500;-12.000;0.000;0.270;-0.639;0.000;30.770;-12.639;0.000;-14.054400;0.000000;0.235200;-0.003514;0.001054;0.000153;0.024709
30.500;-11.000;0.000;0.246;-0.638;0.000;30.746;-11.638;0.000;-12.883200;0.000000;0.676800;-0.003221;0.000966;0.000440;0.020896
30.500;-10.000;0.000;0.223;-0.637;0.000;30.723;-10.637;0.000;-11.712000;0.000000;1.080000;-0.002928;0.000878;0.000702;0.017525
30.500;-9.000;0.000;0.200;-0.637;0.000;30.700;-9.637;0.000;-10.540800;0.000000;1.444800;-0.002635;0.000791;0.000939;0.014567
30.500;-8.000;0.000;0.178;-0.636;0.000;30.678;-8.636;0.000;-9.369600;0.000000;1.771200;-0.002342;0.000703;0.001151;0.011993
30.500;-7.000;0.000;0.155;-0.635;0.000;30.655;-7.635;0.000;-8.198400;0.000000;2.059200;-0.002050;0.000615;0.001338;0.009780
30.500;-6.000;0.000;0.133;-0.635;0.000;30.633;-6.635;0.000;-7.027200;0.000000;2.308800;-0.001757;0.000527;0.001501;0.007905
30.500;-5.000;0.000;0.110;-0.634;0.000;30.610;-5.634;0.000;-5.856000;0.000000;2.520000;-0.001464;0.000439;0.001638;0.006350
30.500;-4.000;0.000;0.088;-0.634;0.000;30.588;-4.634;0.000;-4.684800;0.000000;2.692800;-0.001171;0.000351;0.001750;0.005100
30.500;-3.000;0.000;0.066;-0.633;0.000;30.566;-3.633;0.000;-3.513600;0.000000;2.827200;-0.000878;0.000264;0.001838;0.004141
30.500;-2.000;0.000;0.044;-0.633;0.000;30.544;-2.633;0.000;-2.342400;0.000000;2.923200;-0.000586;0.000176;0.001900;0.003463
30.500;-1.000;0.000;0.022;-0.633;0.000;30.522;-1.633;0.000;-1.171200;0.000000;2.980800;-0.000293;0.000088;0.001938;0.003059
30.500;0.000;0.000;0.000;-0.633;0.000;30.500;-0.633;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
30.500;1.000;0.000;-0.022;-0.633;0.000;30.478;0.367;0.000;1.171200;0.000000;2.980800;0.000293;-0.000088;0.001938;0.003059
30.500;2.000;0.000;-0.044;-0.633;0.000;30.456;1.367;0.000;2.342400;0.000000;2.923200;0.000586;-0.000176;0.001900;0.003463
30.500;3.000;0.000;-0.066;-0.633;0.000;30.434;2.367;0.000;3.513600;0.000000;2.827200;0.000878;-0.000264;0.001838;0.004141
30.500;4.000;0.000;-0.088;-0.634;0.000;30.412;3.366;0.000;4.684800;0.000000;2.692800;0.001171;-0.000351;0.001750;0.005100
30.500;5.000;0.000;-0.110;-0.634;0.000;30.390;4.366;0.000;5.856000;0.000000;2.520000;0.001464;-0.000439;0.001638;0.006350
30.500;6.000;0.000;-0.133;-0.635;0.000;30.367;5.365;0.000;7.027200;0.000000;2.308800;0.001757;-0.000527;0.001501;0.007905
30.500;7.000;0.000;-0.155;-0.635;0.000;30.345;6.365;0.000;8.198400;0.000000;2.059200;0.002050;-0.000615;0.001338;0.009780
30.500;8.000;0.000;-0.178;-0.636;0.000;30.322;7.364;0.000;9.369600;0.000000;1.771200;0.002342;-0.000703;0.001151;0.011993
30.500;9.000;0.000;-0.200;-0.637;0.000;30.300;8.363;0.000;10.540800;0.000000;1.444800;0.002635;-0.000791;0.000939;0.014567
30.500;10.000;0.000;-0.223;-0.637;0.000;30.277;9.363;0.000;11.712000;0.000000;1.080000;0.002928;-0.000878;0.000702;0.017525
30.500;11.000;0.000;-0.246;-0.638;0.000;30.254;10.362;0.000;12.883200;0.000000;0.676800;0.003221;-0.000966;0.000440;0.020896
30.500;12.000;0.000;-0.270;-0.639;0.000;30.230;11.361;0.000;14.054400;0.000000;0.235200;0.003514;-0.001054;0.000153;0.024709
31.500;-12.000;0.000;0.266;-0.616;0.000;31.766;-12.616;0.000;-14.515200;0.000000;0.235200;-0.003629;0.001089;0.000153;0.026354
31.500;-11.000;0.000;0.243;-0.615;0.000;31.743;-11.615;0.000;-13.305600;0.000000;0.676800;-0.003326;0.000998;0.000440;0.022279
31.500;-10.000;0.000;0.220;-0.614;0.000;31.720;-10.614;0.000;-12.096000;0.000000;1.080000;-0.003024;0.000907;0.000702;0.018668
31.500;-9.000;0.000;0.198;-0.613;0.000;31.698;-9.613;0.000;-10.886400;0.000000;1.444800;-0.002722;0.000816;0.000939;0.015493
31.500;-8.000;0.000;0.175;-0.612;0.000;31.675;-8.612;0.000;-9.676800;0.000000;1.771200;-0.002419;0.000726;0.001151;0.012725
31.500;-7.000;0.000;0.153;-0.612;0.000;31.653;-7.612;0.000;-8.467200;0.000000;2.059200;-0.002117;0.000635;0.001338;0.010340
31.500;-6.000;0.000;0.131;-0.611;0.000;31.631;-6.611;0.000;-7.257600;0.000000;2.308800;-0.001814;0.000544;0.001501;0.008317
31.500;-5.000;0.000;0.109;-0.610;0.000;31.609;-5.610;0.000;-6.048000;0.000000;2.520000;-0.001512;0.000454;0.001638;0.006636
31.500;-4.000;0.000;0.087;-0.610;0.000;31.587;-4.610;0.000;-4.838400;0.000000;2.692800;-0.001210;0.000363;0.001750;0.005283
31.500;-3.000;0.000;0.065;-0.610;0.000;31.565;-3.610;0.000;-3.628800;0.000000;2.827200;-0.000907;0.000272;0.001838;0.004244
31.500;-2.000;0.000;0.043;-0.610;0.000;31.543;-2.610;0.000;-2.419200;0.000000;2.923200;-0.000605;0.000181;0.001900;0.003509
31.500;-1.000;0.000;0.022;-0.609;0.000;31.522;-1.609;0.000;-1.209600;0.000000;2.980800;-0.000302;0.000091;0.001938;0.003071
31.500;0.000;0.000;0.000;-0.609;0.000;31.500;-0.609;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
31.500;1.000;0.000;-0.022;-0.609;0.000;31.478;0.391;0.000;1.209600;0.000000;2.980800;0.000302;-0.000091;0.001938;0.003071
31.500;2.000;0.000;-0.043;-0.610;0.000;31.457;1.390;0.000;2.419200;0.000000;2.923200;0.000605;-0.000181;0.001900;0.003509
31.500;3.000;0.000;-0.065;-0.610;0.000;31.435;2.390;0.000;3.628800;0.000000;2.827200;0.000907;-0.000272;0.001838;0.004244
31.500;4.000;0.000;-0.087;-0.610;0.000;31.413;3.390;0.000;4.838400;0.000000;2.692800;0.001210;-0.000363;0.001750;0.005283
31.500;5.000;0.000;-0.109;-0.610;0.000;31.391;4.390;0.000;6.048000;0.000000;2.520000;0.001512;-0.000454;0.001638;0.006636
31.500;6.000;0.000;-0.131;-0.611;0.000;31.369;5.389;0.000;7.257600;0.000000;2.308800;0.001814;-0.000544;0.001501;0.008317
31.500;7.000;0.000;-0.153;-0.612;0.000;31.347;6.388;0.000;8.467200;0.000000;2.059200;0.002117;-0.000635;0.001338;0.010340
31.500;8.000;0.000;-0.175;-0.612;0.000;31.325;7.388;0.000;9.676800;0.000000;1.771200;0.002419;-0.000726;0.001151;0.012725
31.500;9.000;0.000;-0.198;-0.613;0.000;31.302;8.387;0.000;10.886400;0.000000;1.444800;0.002722;-0.000816;0.000939;0.015493
31.500;10.000;0.000;-0.220;-0.614;0.000;31.280;9.386;0.000;12.096000;0.000000;1.080000;0.003024;-0.000907;0.000702;0.018668
31.500;11.000;0.000;-0.243;-0.615;0.000;31.257;10.385;0.000;13.305600;0.000000;0.676800;0.003326;-0.000998;0.000440;0.022279
31.500;12.000;0.000;-0.266;-0.616;0.000;31.234;11.384;0.000;14.515200;0.000000;0.235200;0.003629;-0.001089;0.000153;0.026354
32.500;-12.000;0.000;0.263;-0.593;0.000;32.763;-12.593;0.000;-14.976000;0.000000;0.235200;-0.003744;0.001123;0.000153;0.028053
32.500;-11.000;0.000;0.240;-0.592;0.000;32.740;-11.592;0.000;-13.728000;0.000000;0.676800;-0.003432;0.001030;0.000440;0.023706
32.500;-10.000;0.000;0.217;-0.591;0.000;32.717;-10.591;0.000;-12.480000;0.000000;1.080000;-0.003120;0.000936;0.000702;0.019848
32.500;-9.000;0.000;0.195;-0.590;0.000;32.695;-9.590;0.000;-11.232000;0.000000;1.444800;-0.002808;0.000842;0.000939;0.016448
32.500;-8.000;0.000;0.173;-0.589;0.000;32.673;-8.589;0.000;-9.984000;0.000000;1.771200;-0.002496;0.000749;0.001151;0.013480
32.500;-7.000;0.000;0.151;-0.588;0.000;32.651;-7.588;0.000;-8.736000;0.000000;2.059200;-0.002184;0.000655;0.001338;0.010918
32.500;-6.000;0.000;0.129;-0.588;0.000;32.629;-6.588;0.000;-7.488000;0.000000;2.308800;-0.001872;0.000562;0.001501;0.008741
32.500;-5.000;0.000;0.107;-0.587;0.000;32.607;-5.587;0.000;-6.240000;0.000000;2.520000;-0.001560;0.000468;0.001638;0.006931
32.500;-4.000;0.000;0.086;-0.587;0.000;32.586;-4.587;0.000;-4.992000;0.000000;2.692800;-0.001248;0.000374;0.001750;0.005472
32.500;-3.000;0.000;0.064;-0.586;0.000;32.564;-3.586;0.000;-3.744000;0.000000;2.827200;-0.000936;0.000281;0.001838;0.004350
32.500;-2.000;0.000;0.043;-0.586;0.000;32.543;-2.586;0.000;-2.496000;0.000000;2.923200;-0.000624;0.000187;0.001900;0.003556
32.500;-1.000;0.000;0.021;-0.586;0.000;32.521;-1.586;0.000;-1.248000;0.000000;2.980800;-0.000312;0.000094;0.001938;0.003082
32.500;0.000;0.000;0.000;-0.586;0.000;32.500;-0.586;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
32.500;1.000;0.000;-0.021;-0.586;0.000;32.479;0.414;0.000;1.248000;0.000000;2.980800;0.000312;-0.000094;0.001938;0.003082
32.500;2.000;0.000;-0.043;-0.586;0.000;32.457;1.414;0.000;2.496000;0.000000;2.923200;0.000624;-0.000187;0.001900;0.003556
32.500;3.000;0.000;-0.064;-0.586;0.000;32.436;2.414;0.000;3.744000;0.000000;2.827200;0.000936;-0.000281;0.001838;0.004350
32.500;4.000;0.000;-0.086;-0.587;0.000;32.414;3.413;0.000;4.992000;0.000000;2.692800;0.001248;-0.000374;0.001750;0.005472
32.500;5.000;0.000;-0.107;-0.587;0.000;32.393;4.413;0.000;6.240000;0.000000;2.520000;0.001560;-0.000468;0.001638;0.006931
32.500;6.000;0.000;-0.129;-0.588;0.000;32.371;5.412;0.000;7.488000;0.000000;2.308800;0.001872;-0.000562;0.001501;0.008741
32.500;7.000;0.000;-0.151;-0.588;0.000;32.349;6.412;0.000;8.736000;0.000000;2.059200;0.002184;-0.000655;0.001338;0.010918
